,Unnamed: 0,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title,title,rating,year,users_rating,votes,metascore,img_url,countries,languages,actors,genre,tagline,description,directors,runtime,imdb_url
2488,2491,"The Secret Dreamworld of a Shopaholic (2003), Madeline Wickham (as Sophie Kinsella)",Confessions of a Shopaholic (2009),2003,The Secret Dreamworld of a Shopaholic,Madeline Wickham (as Sophie Kinsella),9423.0,2009,Confessions of a Shopaholic,Confessions of a Shopaholic,PG,2009,5.9,"69,773",38,"https://m.media-amazon.com/images/M/MV5BMTQ1MzcyMTkwOF5BMl5BanBnXkFtZTcwMDM3MTc5MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Finnish']","['Isla Fisher', 'Hugh Dancy', 'Krysten Ritter', 'Joan Cusack', 'John Goodman', 'John Lithgow', 'Kristin Scott Thomas', 'Fred Armisen', 'Leslie Bibb', 'Lynn Redgrave', 'Robert Stanton', 'Julie Hagerty', 'Nick Cornish', 'Wendie Malick', 'Clea Lewis']","['Comedy', 'Family', 'Romance']",A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,['P.J. Hogan'],104 min,https://www.imdb.com/title/tt1093908/
2489,2492,"The Secret Life of Bees (2002), Sue Monk Kidd",The Secret Life of Bees (2008),2002,The Secret Life of Bees,Sue Monk Kidd,37435.0,2008,The Secret Life of Bees,The Secret Life of Bees,PG-13,2008,7.3,"22,244",57,"https://m.media-amazon.com/images/M/MV5BOTgzNDIzMTM2OV5BMl5BanBnXkFtZTcwMTQzNTE4MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Dakota Fanning', 'Queen Latifah', 'Jennifer Hudson', 'Alicia Keys', 'Sophie Okonedo', 'Paul Bettany', 'Hilarie Burton', 'Tristan Mack Wilds', 'Nate Parker', 'Shondrella Avery', 'Renee Ford Clark', 'Sharon Conley', 'Nicky Buggs', 'Jasmine Burke', 'Emma Sage Bowman']",['Drama'],"Bring Your Girlfriends, Sisters, Mothers and Daughters","Set in South Carolina in 1964, this is the tale of Lily Owens, a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with ...",['Gina Prince-Bythewood'],114 min,https://www.imdb.com/title/tt0416212/
2492,2495,"Sense and Sensibility (1811), Jane Austen",Sense and Sensibility (1995),1811,Sense and Sensibility,Jane Austen,14935.0,1995,Sense and Sensibility,Sense and Sensibility,PG,1995,7.7,"89,709",84,"https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']","['English', 'French']","['James Fleet', 'Tom Wilkinson', 'Harriet Walter', 'Kate Winslet', 'Emma Thompson', 'Gemma Jones', 'Hugh Grant', 'Emilie François', 'Elizabeth Spriggs', 'Robert Hardy', 'Ian Brimble', 'Isabelle Amyes', 'Alan Rickman', 'Greg Wise', 'Alexander John']","['Drama', 'Romance']",Lose your heart and come to your senses.,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",['Ang Lee'],136 min,https://www.imdb.com/title/tt0114388/
2495,2498,"Sense and Sensibility (1811), Jane Austen",From Prada to Nada (2011),1811,Sense and Sensibility,Jane Austen,14935.0,2011,From Prada to Nada,From Prada to Nada,PG-13,2011,5.5,"13,417",39,"https://m.media-amazon.com/images/M/MV5BMTY2NDAxNjgwMF5BMl5BanBnXkFtZTcwNDc3NzQxNA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['Mexico', 'USA']","['English', 'Spanish']","['Camilla Belle', 'Alexa PenaVega', 'Tina French', 'Luis Rosales', 'Pablo Martínez de Velasco', 'Alexis Ayala', 'Norma Reyna', 'Adriana Barraza', 'Oliverio Gareli', 'Catalina López', 'José María Negri', 'Mario Zaragoza', 'Pablo Cruz', 'April Bowlby', ""Nicholas D'Agosto""]","['Comedy', 'Drama', 'Romance']",Coming Pronto,"A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.",['Angel Gracia'],,https://www.imdb.com/title/tt0893412/
2496,2499,"Seven Days to a Killing (1973), Clive Egleton",The Black Windmill (1974),1973,Seven Days to a Killing,Clive Egleton,4321163.0,1974,The Black Windmill,The Black Windmill,PG,1974,6.3,"2,151",,"https://m.media-amazon.com/images/M/MV5BOGU1ZDI2NzYtMzBjZS00YTAxLThmNmYtMGM1ODY3MDRlOWY0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']",['English'],"['Michael Caine', 'Donald Pleasence', 'Delphine Seyrig', 'Clive Revill', 'John Vernon', 'Joss Ackland', 'Janet Suzman', 'Catherine Schell', ""Joseph O'Conor"", 'Denis Quilley', 'Derek Newark', 'Edward Hardwicke', 'Maureen Pryor', 'Joyce Carey', 'Preston Lockwood']","['Action', 'Crime', 'Thriller']",Seven days to a killing...the ultimate exercise in controlled terror.,A British Agent's son is kidnapped and held for ransom.,['Don Siegel'],106 min,https://www.imdb.com/title/tt0071229/
2497,2500,"The Seven-Per-Cent Solution (1974), Nicholas Meyer",The Seven-Per-Cent Solution (1976),1974,The Seven-Per-Cent Solution,Nicholas Meyer,25729454.0,1976,The Seven-Per-Cent Solution,The Seven-Per-Cent Solution,PG,1976,6.8,"3,833",,"https://m.media-amazon.com/images/M/MV5BM2FiY2FhYzAtM2E5NS00ZTQ0LTk3NWQtNTRkMWYzMjk1ZTA0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']","['English', 'German', 'French']","['Alan Arkin', 'Vanessa Redgrave', 'Robert Duvall', 'Nicol Williamson', 'Laurence Olivier', 'Joel Grey', 'Samantha Eggar', 'Jeremy Kemp', 'Charles Gray', 'Régine', 'Georgia Brown', 'Anna Quayle', 'Jill Townsend', 'John Bird', 'Alison Leggatt']","['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",The Story is True...only the facts have been made up.,"To treat his friend's cocaine induced delusions, Watson lures Sherlock Holmes to Sigmund Freud.",['Herbert Ross'],113 min,https://www.imdb.com/title/tt0075194/
2498,2501,"The Seventh (1967), Donald E. Westlake (as Richard Stark)",The Split (1968),1967,The Seventh,Donald E. Westlake (as Richard Stark),19757226.0,1968,The Split,The Split,R,1968,6.1,915,,"https://m.media-amazon.com/images/M/MV5BYjllNTRlMTgtMDVlNS00ZDYzLWI0YTMtZTgxOTAxNDRhZTc3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Jim Brown', 'Diahann Carroll', 'Ernest Borgnine', 'Julie Harris', 'Gene Hackman', 'Jack Klugman', 'Warren Oates', 'James Whitmore', 'Donald Sutherland', 'Joyce Jameson', 'Harry Hickox', 'Jackie Joseph', 'Warren Vanders']","['Action', 'Crime', 'Drama', 'Thriller']",The money was easy to steal...but hard to split!,"Thieves fall out when over a half million dollars goes missing after the daring and carefully planned robbery of the Los Angeles Coliseum during a football game, each one accusing the other of having the money.",['Gordon Flemyng'],90 min,https://www.imdb.com/title/tt0063636/
2502,2505,"Shaft (1970), Ernest Tidyman",Shaft (1971),1970,Shaft,Ernest Tidyman,1227993.0,1971,Shaft,Shaft,R,1971,6.6,"14,041",,"https://m.media-amazon.com/images/M/MV5BMGY2MDFlMTAtODU3NS00MDkxLThiMTItMTBlMDliNmMwOGQxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Richard Roundtree', 'Moses Gunn', 'Charles Cioffi', 'Christopher St. John', 'Gwenn Mitchell', 'Lawrence Pressman', 'Victor Arnold', 'Sherri Brewer', 'Rex Robbins', 'Camille Yarbrough', 'Margaret Warncke', 'Joseph Leon', 'Arnold Johnson', 'Dominic Barto', 'George Strus']","['Action', 'Crime', 'Thriller']",Wanna see Shaft? Better ask yo' mamma. (Trailer),Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,['Gordon Parks'],100 min,https://www.imdb.com/title/tt0067741/
2507,2510,"Shalako (1962), Louis L'Amour",Shalako (1968),1962,Shalako,Louis L'Amour,1123529.0,1968,Shalako,Shalako,M/PG,1968,5.5,"2,377",,"https://m.media-amazon.com/images/M/MV5BZTI1ZmMwNGYtYzEwZi00NTQ3LWE1NTItNDdhNDA5Njg3MDM2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","['UK', 'West Germany', 'USA']","['English', 'Spanish', 'German']","['Sean Connery', 'Brigitte Bardot', 'Stephen Boyd', 'Jack Hawkins', 'Peter van Eyck', 'Honor Blackman', 'Woody Strode', 'Eric Sykes', 'Alexander Knox', 'Valerie French', 'Julián Mateos', ""Don 'Red' Barry"", 'Rodd Redwing', 'Chief Tug Smith', 'Hans De Vries']",['Western'],Sean Connery is Shalako! Shalako means action! Action means Bardot!,"In 1880 New Mexico, a group of European hunters runs afoul of the Apache but is aided by an ex-cavalryman turned guide.",['Edward Dmytryk'],113 min,https://www.imdb.com/title/tt0063592/
2516,2519,"She: A History of Adventure (1886–87) (serial), (1887) (novel), Sir H. Rider Haggard",She (1935),1886,She: A History of Adventure,(1887) (novel,682681.0,1935,She,She,Approved,1935,6.6,"1,250",,"https://m.media-amazon.com/images/M/MV5BMTYzMDMzODU5NV5BMl5BanBnXkFtZTgwNTU1NjYxMjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Helen Gahagan', 'Randolph Scott', 'Helen Mack', 'Nigel Bruce']","['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']","From H. Rider Haggard's weird, wondrous story of the beautiful woman who bathed in flame and lived 500 years .. at last to find her first love at this very hour!","Leo Vincey, told by his dying uncle of a lost land visited 500 years ago by his ancestor, heads out with family friend Horace Holly to try to discover the land and its secret of immortality...","['Lansing C. Holden', 'Irving Pichel']",101 min,https://www.imdb.com/title/tt0026983/
2530,2533,"She Loves Me Not (1933), Edward Hope",She Loves Me Not (1934),1933,She Loves Me Not,Edward Hope,18662018.0,1934,She Loves Me Not,She Loves Me Not,Approved,1934,6.4,111,,"https://m.media-amazon.com/images/M/MV5BY2UyZjdmYWItY2VjYy00OTQ5LTg1NGEtNmE3ODFkODY5ZDhiXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Bing Crosby', 'Miriam Hopkins', 'Kitty Carlisle', 'Edward J. Nugent', 'Henry Stephenson', 'Warren Hymer', 'Lynne Overman', 'Judith Allen', 'George Barbier', 'Henry Kolker', 'Maude Turner Gordon', 'Ralf Harolde', 'Matt McHugh', 'Franklyn Ardell', 'Vince Barnett']","['Comedy', 'Musical']",,A cabaret dancer witnesses a murder and is forced to hide from gangsters by disguising herself as a male Princeton student.,['Elliott Nugent'],85 min,https://www.imdb.com/title/tt0025774/
2531,2534,"She Loves Me Not (1933), Edward Hope",True to the Army (1942),1933,She Loves Me Not,Edward Hope,18662018.0,1942,True to the Army,True to the Army,Approved,1942,7.2,22,,"https://m.media-amazon.com/images/M/MV5BZWYwY2E2OGYtNjdmMi00ODVmLWE5Y2MtZGQyMWVjMzhhMDVkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Judy Canova', 'Allan Jones', 'Ann Miller', 'Jerry Colonna', 'Clarence Kolb', 'Edward Pawley', 'William Wright', 'William Demarest', 'Edwin Max', 'Arthur Loft', 'Gordon Jones', 'Rod Cameron', 'Eddie Acuff', 'Edgar Dearing', 'Mary Treen']","['Comedy', 'Music']",It's All-Out Fun When Judy Canova Crashes This Man's Army!,"While doing her tight-rope act in a local circus, Daisy Hawkins (",['Albert S. Rogell'],77 min,https://www.imdb.com/title/tt0035474/
2532,2535,"She Loves Me Not (1933), Edward Hope","How to Be Very, Very Popular (1955)",1933,She Loves Me Not,Edward Hope,18662018.0,1955,"How to Be Very, Very Popular","How to Be Very, Very Popular",Approved,1955,5.3,149,,"https://m.media-amazon.com/images/M/MV5BYzg4ODNkYWEtNjA5MC00ZGYyLWFkZjYtZjE1MTdjZDc4NjljXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Betty Grable', 'Sheree North', 'Robert Cummings', 'Charles Coburn', 'Tommy Noonan', 'Orson Bean', 'Fred Clark', 'Charlotte Austin', 'Alice Pearce', 'Rhys Williams', 'Andrew Tombes', 'Noel Toy', 'Emory Parnell', 'Harry Carter', 'Jesslyn Fax']",['Comedy'],,Two girls on the lam hide out in a college fraternity.,['Nunnally Johnson'],89 min,https://www.imdb.com/title/tt0048183/
2533,2536,"Sheep (2004), Simon Maginn",The Dark (2005),2004,Sheep,Simon Maginn,1233221.0,2005,The Dark,The Dark,R,2005,5.4,"9,882",,"https://m.media-amazon.com/images/M/MV5BMGNhMGQyOGQtYjUzOS00YWQwLWFmNTgtN2E0MzhlY2E5MmNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","['Isle Of Man', 'UK', 'USA', 'Germany']","['English', 'Welsh']","['Maria Bello', 'Sean Bean', 'Maurice Roëves', 'Sophie Stuckey', 'Abigail Stone', 'Richard Elfyn', 'Casper Harvey', 'Eluned Jones', 'Gwenyth Petty', 'Robin Griffith', 'Mike Keggen', 'Tonya Smith']","['Drama', 'Horror', 'Mystery', 'Thriller']",One of the living for one of the dead.,"In mourning over the tragic drowning of their daughter Sarah, James and Adèle are visited by Ebrill, a young girl who claims she died 60 years ago - and bears a startling resemblance to Sarah.",['John Fawcett'],93 min,https://www.imdb.com/title/tt0411267/
2536,2539,"The Shining (1977), Stephen King",The Shining (1980),1977,The Shining,Stephen King,11588.0,1980,The Shining,The Shining,R,1980,8.4,"753,784",63,"https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['UK', 'USA']",['English'],"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Lia Beldam', 'Billie Gibson', 'Barry Dennen', 'David Baxt', 'Manning Redwood', 'Lisa Burns']","['Drama', 'Horror']",The Horror is driving him crazy,"A family heads to an isolated hotel for the winter where an evil spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",['Stanley Kubrick'],144 min,https://www.imdb.com/title/tt0081505/
2538,2541,"Shining Through (1988), Susan Isaacs",Shining Through (1992),1988,Shining Through,Susan Isaacs,116331.0,1992,Shining Through,Shining Through,R,1992,6.4,"8,402",,"https://m.media-amazon.com/images/M/MV5BMGI1MmU2NDMtYTFiOS00MmU3LWIwYTgtNzU4NjY4ZmQ5NGY4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","['USA', 'UK']","['English', 'German']","['Michael Douglas', 'Melanie Griffith', 'Liam Neeson', 'Joely Richardson', 'John Gielgud', 'Francis Guinan', 'Patrick Winczewski', 'Anthony Walters', 'Victoria Shalet', 'Sheila Allen', 'Stanley Beard', 'Sylvia Syms', 'Ronald Nitschke', 'Hansi Jochmann', 'Peter Flechtner']","['Drama', 'Romance', 'Thriller', 'War']",He needed to trust her with his secret. She had to trust him with her life.,"An American woman of Irish, Jewish-German parentage goes undercover in Nazi Germany.",['David Seltzer'],132 min,https://www.imdb.com/title/tt0105391/
2539,2542,"The Shipping News (1993), Annie Proulx",The Shipping News (2001),1993,The Shipping News,Annie Proulx,7354.0,2001,The Shipping News,The Shipping News,R,2001,6.8,"30,564",47,"https://m.media-amazon.com/images/M/MV5BNWEwMmNiNjctNDY5ZC00NDIyLWFiZDctNDdlZGU5NjA0MzA2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Kevin Spacey', 'Julianne Moore', 'Judi Dench', 'Cate Blanchett', 'Pete Postlethwaite', 'Scott Glenn', 'Rhys Ifans', 'Gordon Pinsent', 'Jason Behr', 'Larry Pine', 'Jeannetta Arnette', 'Robert Joy', 'Alyssa Gainer', 'Kaitlyn Gainer', 'Lauren Gainer']",['Drama'],You'll never guess what you'll find inside...,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,['Lasse Hallström'],111 min,https://www.imdb.com/title/tt0120824/
2540,2543,"The Shrinking Man (1956), Richard Matheson",The Incredible Shrinking Man (1957),1956,The Shrinking Man,Richard Matheson,33549.0,1957,The Incredible Shrinking Man,The Incredible Shrinking Man,Not Rated,1957,7.7,"13,930",,"https://m.media-amazon.com/images/M/MV5BOTYxNTI0MjA5OV5BMl5BanBnXkFtZTgwMDA1OTc5MTE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Grant Williams', 'Randy Stuart', 'April Kent', 'Paul Langton', 'Raymond Bailey', 'William Schallert', 'Frank J. Scannell', 'Helene Marshall', 'Diana Darrin', 'Billy Curtis']","['Horror', 'Sci-Fi']",Victim of weird mist ! Day by day he shrinks! Science is baffled! Cat becomes monster! Terror at every turn! Deadly spider attacks! Lost in a flood's fury!,"When Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.",['Jack Arnold'],81 min,https://www.imdb.com/title/tt0050539/
2541,2544,"The Shrinking Man (1956), Richard Matheson",The Incredible Shrinking Woman (1981),1956,The Shrinking Man,Richard Matheson,33549.0,1981,The Incredible Shrinking Woman,The Incredible Shrinking Woman,PG,1981,5.4,"4,010",,"https://m.media-amazon.com/images/M/MV5BMGU0ZGFjOTQtMjVkMi00YzNkLWEwNDQtNjQwMDhhYTU2YjY0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Lily Tomlin', 'Charles Grodin', 'Ned Beatty', 'Henry Gibson', 'Elizabeth Wilson', 'Mark Blankfield', 'Maria Smith', 'Pamela Bellwood', 'John Glover', 'Nicholas Hormann', 'Jim McMullan', 'Shelby Balik', 'Justin Dana', 'Rick Baker', 'Mike Douglas']","['Comedy', 'Sci-Fi']",Lily Tomlin in an epic comedy (give or take an inch),"When an ordinary woman is exposed to a unique mix of chemicals, she begins to uncontrollably physically shrink.",['Joel Schumacher'],88 min,https://www.imdb.com/title/tt0082558/
2542,2545,"The Shoes of the Fisherman (1963), Morris West",The Shoes of the Fisherman (1968),1963,The Shoes of the Fisherman,Morris West,315272.0,1968,The Shoes of the Fisherman,The Shoes of the Fisherman,G,1968,7.2,"3,001",,"https://m.media-amazon.com/images/M/MV5BNzNjZjA1ZWMtYjQ5ZS00NjMyLTg4N2QtOGZkYzRlZjg4MWJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'Latin', 'Hebrew']","['Anthony Quinn', 'Laurence Olivier', 'Oskar Werner', 'David Janssen', 'Vittorio De Sica', 'Leo McKern', 'John Gielgud', 'Barbara Jefford', 'Rosemary Dexter', 'Frank Finlay', 'Burt Kwouk', 'Arnoldo Foà', 'Paul Rogers', 'George Pravda', 'Clive Revill']",['Drama'],"A modern-day story of faith, courage and intrigue!","Ukrainian Archbishop Kiril Lakota is set free after twenty years as a political prisoner in Siberia. He is brought to Rome by Father David Telemond, a troubled young priest who befriends ...",['Michael Anderson'],162 min,https://www.imdb.com/title/tt0063599/
2543,2546,"Shoeless Joe (1982), W. P. Kinsella",Field of Dreams (1989),1982,Shoeless Joe,W. P. Kinsella,57736.0,1989,Field of Dreams,Field of Dreams,PG,1989,7.5,"97,620",57,"https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['Kevin Costner', 'Amy Madigan', 'Gaby Hoffmann', 'Ray Liotta', 'Timothy Busfield', 'James Earl Jones', 'Burt Lancaster', 'Frank Whaley', 'Dwier Brown', 'James Andelin', 'Mary Anne Kean', 'Fern Persons', 'Kelly Coffield Park', 'Michael Milhoan', 'Steve Eastin']","['Drama', 'Family', 'Fantasy', 'Sport']","All his life, Ray Kinsella was searching for his dreams. Then one day, his dreams came looking for him.","An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come.",['Phil Alden Robinson'],107 min,https://www.imdb.com/title/tt0097351/
2544,2547,"The Shootist (1975), Glendon Swarthout",The Shootist (1976),1975,The Shootist,Glendon Swarthout,11302021.0,1976,The Shootist,The Shootist,PG,1976,7.7,"19,652",77,"https://m.media-amazon.com/images/M/MV5BMDYxNDEwMWEtYjhhNC00ZjUxLTg1NmUtZmFiZTY5OTljMzliXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],['English'],"['John Wayne', 'Lauren Bacall', 'Ron Howard', 'James Stewart', 'Richard Boone', ""Hugh O'Brian"", 'Bill McKinney', 'Harry Morgan', 'John Carradine', 'Sheree North', 'Rick Lenz', 'Scatman Crothers', 'Gregg Palmer', 'Alfred Dennis', 'Dick Winslow']","['Drama', 'Romance', 'Western']",He's got to face a gunfight once more to live up to his legend once more - TO WIN JUST ONE MORE TIME.,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.,['Don Siegel'],100 min,https://www.imdb.com/title/tt0075213/
2546,2549,"Shutter Island (2003), Dennis Lehane",Shutter Island (2010),2003,Shutter Island,Dennis Lehane,21686.0,2010,Shutter Island,Shutter Island,R,2010,8.1,"972,006",63,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",['USA'],"['English', 'German']","['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Nellie Sciutto', 'Joseph Sikora']","['Mystery', 'Thriller']",Someone is missing.,"In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",['Martin Scorsese'],138 min,https://www.imdb.com/title/tt1130884/
