,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title
490,"Brothers in Law (1955), Henry Cecil",Brothers in Law (1957),1955,Brothers in Law,Henry Cecil,4550891,1957,Brothers in Law
491,"The Brothers Karamazov (1880), Fyodor Dostoyevsky",The Brothers Karamazov (1958),1880,The Brothers Karamazov,Fyodor Dostoyevsky,4934,1958,The Brothers Karamazov
492,"The Brothers Karamazov (1880), Fyodor Dostoyevsky",The Brothers Karamazov (1969),1880,The Brothers Karamazov,Fyodor Dostoyevsky,4934,1969,The Brothers Karamazov
493,"Brown's Requiem (1981), James Ellroy",Brown's Requiem (1998),1981,Brown's Requiem,James Ellroy,100998,1998,Brown's Requiem
494,"Buddwing (1964), Evan Hunter",Mister Buddwing (1966),1964,Buddwing,Evan Hunter,165902,1966,Mister Buddwing
495,"Buffalo Girls (1990), Larry McMurtry",Buffalo Girls (1995) (TV),1990,Buffalo Girls,Larry McMurtry,63445,1995,Buffalo Girls
496,"Buffalo Soldiers (1993), Robert O'Connor",Buffalo Soldiers (2003),1993,Buffalo Soldiers,Robert O'Connor,277423,2003,Buffalo Soldiers
497,"Bump in the Night (1988), Isabelle Holland",Bump in the Night (1991),1988,Bump in the Night,Isabelle Holland,218385,1991,Bump in the Night
498,"The Burglar in the Closet (1978), Lawrence Block",Burglar (1987),1978,The Burglar in the Closet,Lawrence Block,402737,1987,Burglar
499,"El burlador de Sevilla y convidado de piedra (The Trickster of Seville and the Stone Guest) (1616–1630), Tirso de Molina",Don Juan (1926),1616,El burlador de Sevilla y convidado de piedra,Tirso de Molina,7958011,1926,Don Juan
500,"[[Louis L'Amour#Novels - The Burning Hills (1956) ISBN 0-553-28210-7|The Burning Hills]] (1956), Louis L'Amour",The Burning Hills (1956),1956,[[Louis L'Amour#Novels - The Burning Hills,unknown,633198,1956,The Burning Hills
501,"The Burning Shore (1985), Wilbur Smith",Burning Shore (1991),1985,The Burning Shore,Wilbur Smith,74777,1991,Burning Shore
502,"Burton and Speke (1982), William Harrison",Mountains of the Moon (1990),1982,Burton and Speke,William Harrison,1322196,1990,Mountains of the Moon
503,"The Busy Body (1966), Donald E. Westlake",The Busy Body (1967),1966,The Busy Body,Donald E. Westlake,1358044,1967,The Busy Body
504,"But Gentlemen Marry Brunettes (1927), Anita Loos",Gentlemen Marry Brunettes (1955),1927,But Gentlemen Marry Brunettes,Anita Loos,604154,1955,Gentlemen Marry Brunettes
505,"BUtterfield 8 (1935), John O'Hara",BUtterfield 8 (1960),1935,BUtterfield 8,John O'Hara,49715,1960,BUtterfield 8
506,"By the Great Horn Spoon! (1963), Sid Fleischman",The Adventures of Bullwhip Griffin (1967),1963,By the Great Horn Spoon!,Sid Fleischman,596246,1967,The Adventures of Bullwhip Griffin
507,"The Caine Mutiny (1952), Herman Wouk",The Caine Mutiny (1954),1952,The Caine Mutiny,Herman Wouk,368772,1954,The Caine Mutiny
508,"The Caine Mutiny (1952), Herman Wouk",The Caine Mutiny Court-Martial (1955) (TV),1952,The Caine Mutiny,Herman Wouk,368772,1955,The Caine Mutiny Court-Martial
509,"The Caine Mutiny (1952), Herman Wouk",The Caine Mutiny Court-Martial (1988) (TV),1952,The Caine Mutiny,Herman Wouk,368772,1988,The Caine Mutiny Court-Martial
510,"Cal (1983), Bernard MacLaverty",Cal (1984),1983,Cal,Bernard MacLaverty,6582660,1984,Cal
511,"Call for the Dead (1961), John le Carré",The Deadly Affair (1966),1961,Call for the Dead,John le Carré,46460,1966,The Deadly Affair
512,Call Me By Your Name (2007),Call Me By Your Name (2017),2007,Call Me By Your Name,unknown,36336078,2017,Call Me By Your Name
513,"Call It Treason (1949), George Howe",Decision Before Dawn (1951),1949,Call It Treason,George Howe,6001769,1951,Decision Before Dawn
514,"The Call of the Wild (1903), Jack London",The Call of the Wild (1935),1903,The Call of the Wild,Jack London,1852,1935,The Call of the Wild
515,"The Call of the Wild (1903), Jack London",The Call of the Wild (1972),1903,The Call of the Wild,Jack London,1852,1972,The Call of the Wild
516,"The Call of the Wild (1903), Jack London","What a Nightmare, Charlie Brown! (1978) (TV)",1903,The Call of the Wild,Jack London,1852,1978,"What a Nightmare, Charlie Brown!"
517,"The Call of the Wild (1903), Jack London",The Call of the Wild (1993) (TV),1903,The Call of the Wild,Jack London,1852,1993,The Call of the Wild
518,"The Call of the Wild (1903), Jack London",The Call of the Wild: Dog of the Yukon (1997),1903,The Call of the Wild,Jack London,1852,1997,The Call of the Wild: Dog of the Yukon
519,"The Call of the Wild (1903), Jack London",Call of the Wild (2009),1903,The Call of the Wild,Jack London,1852,2009,Call of the Wild
520,"The Call of the Wild (1903), Jack London",Disney's The Call of the Wild (TBA 2016),1903,The Call of the Wild,Jack London,1852,2016,Disney's The Call of the Wild
521,"Candy: A Novel of Love and Addiction (1998), Luke Davies",Candy (2006),1998,Candy: A Novel of Love and Addiction,Luke Davies,10434646,2006,Candy
522,"Canterbury Tales (Fourteenth Century), Geoffrey Chaucer",Canterbury Tales (1972),unknown,unknown,unknown,2696,1972,Canterbury Tales
523,"Canyon Passage (1945), Ernest Haycox",Canyon Passage (1946),1945,Canyon Passage,Ernest Haycox,3668162,1946,Canyon Passage
524,"Captain Blood: His Odyssey (1922), Rafael Sabatini",Captain Blood (1924),1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1924,Captain Blood
525,"Captain Blood: His Odyssey (1922), Rafael Sabatini",Captain Blood (1935),1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1935,Captain Blood
526,"Captain Blood: His Odyssey (1922), Rafael Sabatini",Fortunes of Captain Blood (1950),1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1950,Fortunes of Captain Blood
527,"Captain Blood: His Odyssey (1922), Rafael Sabatini","* Captain Pirate (1952) (a. k. a. Captain Blood, Fugitive, UK only)",1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1952,* Captain Pirate
528,"Captain Blood: His Odyssey (1922), Rafael Sabatini",* The Son of Captain Blood (1962),1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1962,* The Son of Captain Blood
529,"Captain Blood: His Odyssey (1922), Rafael Sabatini",Odyssey of Captain Blood (1991),1922,Captain Blood: His Odyssey,Rafael Sabatini,1734562,1991,Odyssey of Captain Blood
530,"A Captive in the Land (1962), James Aldridge",A Captive in the Land (1990),1962,A Captive in the Land,James Aldridge,11281195,1990,A Captive in the Land
531,"The Captives (1955), Elmore Leonard",The Tall T (1957),1955,The Captives,Elmore Leonard,,1957,The Tall T
532,"Car, Boy, Girl (1961), Gordon Buford","Herbie, the Love Bug (1968–2005) (series)",1961,"Car, Boy, Girl",Gordon Buford,,1968,"Herbie, the Love Bug"
533,"Car, Boy, Girl (1961), Gordon Buford",The Love Bug (1968),1961,"Car, Boy, Girl",Gordon Buford,,1968,The Love Bug
534,"Car, Boy, Girl (1961), Gordon Buford",* Herbie Rides Again (1974),1961,"Car, Boy, Girl",Gordon Buford,,1974,* Herbie Rides Again
535,"Car, Boy, Girl (1961), Gordon Buford",** Herbie Goes to Monte Carlo (1977),1961,"Car, Boy, Girl",Gordon Buford,,1977,** Herbie Goes to Monte Carlo
536,"Car, Boy, Girl (1961), Gordon Buford",** * Herbie Goes Bananas (1980),1961,"Car, Boy, Girl",Gordon Buford,,1980,** * Herbie Goes Bananas
537,"Car, Boy, Girl (1961), Gordon Buford",** ** The Love Bug (1997) (TV),1961,"Car, Boy, Girl",Gordon Buford,,1997,** ** The Love Bug
538,"Car, Boy, Girl (1961), Gordon Buford",** ** * Herbie: Fully Loaded (2005),1961,"Car, Boy, Girl",Gordon Buford,,2005,** ** * Herbie: Fully Loaded
539,"The Card (1911), Arnold Bennett",The Card (1952),1911,The Card,Arnold Bennett,2381867,1952,The Card
540,"Careful, He Might Hear You (1963), Sumner Locke Elliott","Careful, He Might Hear You (1983)",1963,"Careful, He Might Hear You",Sumner Locke Elliott,1702042,1983,"Careful, He Might Hear You"
541,"Carlito's Way (1975), Edwin Torres
* After Hours (1979), Edwin Torres",Carlito's Way (1993),1975,Carlito's Way,"Edwin Torres
* After Hours (1979",6044393,1993,Carlito's Way
542,"Carlito's Way (1975), Edwin Torres
* After Hours (1979), Edwin Torres",* Carlito's Way: Rise to Power (2005),1975,Carlito's Way,"Edwin Torres
* After Hours (1979",6044393,2005,* Carlito's Way: Rise to Power
543,"The Carpetbaggers (1961), Harold Robbins","The Carpetbaggers, (1964)",1961,The Carpetbaggers,Harold Robbins,308581,1964,"The Carpetbaggers,"
544,"The Carpetbaggers (1961), Harold Robbins",* Nevada Smith (1964) (prequel),1961,The Carpetbaggers,Harold Robbins,308581,1964,* Nevada Smith
545,"The Carpetbaggers (1961), Harold Robbins",** Nevada Smith Tv (1975) (TV) (failed pilot to TV series of same name),1961,The Carpetbaggers,Harold Robbins,308581,1975,** Nevada Smith Tv
546,"La Casa de los Espíritus (The House of the Spirits) (1982), Isabel Allende",The House of the Spirits (1993),1982,La Casa de los Espíritus,Isabel Allende,106192,1993,The House of the Spirits
547,"A Case of Need (1968), Michael Crichton (as Jeffery Hudson)",The Carey Treatment (1972),1968,A Case of Need,Michael Crichton (as Jeffery Hudson),35385796,1972,The Carey Treatment
548,"Les carnets du Major Thompson (The Trophies of Major Thompson) (1954), Pierre Daninos","The French, They Are a Funny Race (1955)",1954,Les carnets du Major Thompson,Pierre Daninos,1209237,1955,"The French, They Are a Funny Race"
549,"Case File: FBI (1953), Gordon Gordon and Mildred Gordon (as John Ripley)",Down Three Dark Streets (1954),1953,Case File: FBI,Gordon Gordon and Mildred Gordon (as John Ripley),6777970,1954,Down Three Dark Streets
550,"Cash McCall (1955), Cameron Hawley",Cash McCall (1960),1955,Cash McCall,Cameron Hawley,1265050,1960,Cash McCall
551,"Casino Royale (1953), Ian Fleming",Casino Royale (1967),1953,Casino Royale,Ian Fleming,3758,1967,Casino Royale
552,"Casino Royale (1953), Ian Fleming",Casino Royale (2006),1953,Casino Royale,Ian Fleming,3758,2006,Casino Royale
553,"The Castle (1926), Franz Kafka",The Castle (1968),1926,The Castle,Franz Kafka,333538,1968,The Castle
554,"The Castle (1926), Franz Kafka",The Castle (1994),1926,The Castle,Franz Kafka,333538,1994,The Castle
555,"The Castle (1926), Franz Kafka",The Land Surveyor (Землемер) (1994),1926,The Castle,Franz Kafka,333538,1994,The Land Surveyor
556,"The Castle (1926), Franz Kafka",Das Schloß (1997),1926,The Castle,Franz Kafka,333538,1997,Das Schloß
557,"Car Chaser (1982), Elmore Leonard",Cat Chaser (1989),1982,Car Chaser,Elmore Leonard,,1989,Cat Chaser
558,"The Cat That Walked by Himself (1902), Rudyard Kipling",The Cat Who Walked by Herself (1988),1902,The Cat That Walked by Himself,Rudyard Kipling,,1988,The Cat Who Walked by Herself
559,"Catch-22 (1961), Joseph Heller",Catch-22 (1970),1961,Catch-22,Joseph Heller,168668,1970,Catch-22
560,"[[Louis L'Amour#Novels - Catlow (1963) ISBN 0-553-24767-0|Catlow]] (1963), Louis L'Amour",Catlow (1971),1963,[[Louis L'Amour#Novels - Catlow,unknown,1123562,1971,Catlow
561,"The Caveman's Valentine (1994), George Dawes Green",The Caveman's Valentine (2001),1994,The Caveman's Valentine,George Dawes Green,523562,2001,The Caveman's Valentine
562,"Les cerfs-volants (1980), Romain Gary",Les cerfs-volants (2007) (TV),1980,Les cerfs-volants,Romain Gary,118991,2007,Les cerfs-volants
563,"Celle qui n'était plus (The Woman Who Was No More (U.S. edition only, 1954)) (1952), Pierre Boileau and Thomas Narcejac",Les Diaboliques (1955),1954,Celle qui n'était plus,Pierre Boileau and Thomas Narcejac,156077,1955,Les Diaboliques
564,"Celle qui n'était plus (The Woman Who Was No More (U.S. edition only, 1954)) (1952), Pierre Boileau and Thomas Narcejac",Diabolique (1996),1954,Celle qui n'était plus,Pierre Boileau and Thomas Narcejac,156077,1996,Diabolique
565,"The Cement Garden (1978), Ian McEwan",The Cement Garden (1993),1978,The Cement Garden,Ian McEwan,9957,1993,The Cement Garden
566,"Centennial (1974), James A. Michener",Centennial (1978) (TV),1974,Centennial,James A. Michener,133430,1978,Centennial
567,"A Certain Mr. Takahashi (1985), Ann Ireland",The Pianist (1991),1985,A Certain Mr. Takahashi,Ann Ireland,6399687,1991,The Pianist
568,"La chair du maître (1997), Dany Laferrière",Vers le Sud (Heading South) (2005),1997,La chair du maître,Dany Laferrière,437201,2005,Vers le Sud
569,"The Chamber (1994), John Grisham",The Chamber (1996),1994,The Chamber,John Grisham,5355,1996,The Chamber
570,"La chambre bleue (The Blue Room) (1964), Georges Simenon",La Habitación azul (The Blue Room) (2002),1964,La chambre bleue,Georges Simenon,3118190,2002,La Habitación azul
571,"Champagne (1926), Walter C. Mycroft",Champagne (1928),1926,Champagne,Walter C. Mycroft,,1928,Champagne
572,"The Chancellor Manuscript (1977), Robert Ludlum",The Chancellor Manuscript (TBA 2012),1977,The Chancellor Manuscript,Robert Ludlum,819487,2012,The Chancellor Manuscript
573,"Changhen Ge (1995), Wang Anyi",Everlasting Regret (2005),1995,Changhen Ge,Wang Anyi,,2005,Everlasting Regret
574,"Charlie and the Chocolate Factory (1964), Roald Dahl",Willy Wonka & the Chocolate Factory (1971),1964,Charlie and the Chocolate Factory,Roald Dahl,6310,1971,Willy Wonka & the Chocolate Factory
575,"Charlie and the Chocolate Factory (1964), Roald Dahl",Charlie and the Chocolate Factory (2005),1964,Charlie and the Chocolate Factory,Roald Dahl,6310,2005,Charlie and the Chocolate Factory
576,"Charlie Chan Carries On (1930), Earl Derr Biggers",Charlie Chan Carries On (1931),1930,Charlie Chan Carries On,Earl Derr Biggers,2117764,1931,Charlie Chan Carries On
577,"Charlie Chan Carries On (1930), Earl Derr Biggers",Charlie Chan's Murder Cruise (1940),1930,Charlie Chan Carries On,Earl Derr Biggers,2117764,1940,Charlie Chan's Murder Cruise
578,"Charlie M (1977), Brian Freemantle",Charlie Muffin (1979) (TV),1977,Charlie M,Brian Freemantle,1293729,1979,Charlie Muffin
579,"Charlotte Gray (1999), Sebastian Faulks",Charlotte Gray (2001),1999,Charlotte Gray,Sebastian Faulks,133937,2001,Charlotte Gray
580,"Charlotte's Web (1952), E. B. White",Charlotte's Web (1973),1952,Charlotte's Web,E. B. White,24178,1973,Charlotte's Web
581,"Charlotte's Web (1952), E. B. White",* Charlotte's Web 2: Wilbur's Great Adventure (2003) (V),1952,Charlotte's Web,E. B. White,24178,2003,* Charlotte's Web 2: Wilbur's Great Adventure
582,"Charlotte's Web (1952), E. B. White",Charlotte's Web (2006),1952,Charlotte's Web,E. B. White,24178,2006,Charlotte's Web
583,"Chateau Bon Vivant (1969), Frankie O'Rear and John O'Rear",Snowball Express (1972),1969,Chateau Bon Vivant,Frankie O'Rear and John O'Rear,43715020,1972,Snowball Express
584,"The Cheetah Girls (1999–2006) (series), Deborah Gregory",The Cheetah Girls (2003–2008) (series),1999,The Cheetah Girls,Deborah Gregory,874885,2003,The Cheetah Girls
585,"The Cheetah Girls (1999–2006) (series), Deborah Gregory",The Cheetah Girls (2003) (TV),1999,The Cheetah Girls,Deborah Gregory,874885,2003,The Cheetah Girls
586,"The Cheetah Girls (1999–2006) (series), Deborah Gregory",* The Cheetah Girls 2 (2006) (TV),1999,The Cheetah Girls,Deborah Gregory,874885,2006,* The Cheetah Girls 2
587,"The Cheetah Girls (1999–2006) (series), Deborah Gregory",** The Cheetah Girls: One World (2008) (TV),1999,The Cheetah Girls,Deborah Gregory,874885,2008,** The Cheetah Girls: One World
588,"The Children of Light (1960), H. L. Lawrence",The Damned (1963),1960,The Children of Light,H. L. Lawrence,15818477,1963,The Damned
589,"The Children of Men (1992), P. D. James",Children of Men (2006),1992,The Children of Men,P. D. James,41913,2006,Children of Men
590,"Children of Pleasure (1932), Larry Barretto",The Crash (1932),1932,Children of Pleasure,Larry Barretto,,1932,The Crash
591,"The Children of Sanchez (1961), Oscar Lewis",The Children of Sanchez (1978),1961,The Children of Sanchez,Oscar Lewis,59296,1978,The Children of Sanchez
592,"Children of the Covered Wagon (1951), Mary Jane Carr","Westward Ho, the Wagons! (1956)",1951,Children of the Covered Wagon,Mary Jane Carr,651192,1956,"Westward Ho, the Wagons!"
593,"China Seas (1934), Crosbie Garstin",China Seas (1935),1934,China Seas,Crosbie Garstin,20873683,1935,China Seas
594,"The Chinese Parrot (1926), Earl Derr Biggers",The Chinese Parrot (1927),1926,The Chinese Parrot,Earl Derr Biggers,1208644,1927,The Chinese Parrot
595,"Chocolat (1999), Joanne Harris",Chocolat (2000),1999,Chocolat,Joanne Harris,47401,2000,Chocolat
596,"The Chocolate War (1974), Robert Cormier",The Chocolate War (1988),1974,The Chocolate War,Robert Cormier,17162,1988,The Chocolate War
597,"Christine (1983), Stephen King",Christine (1983),1983,Christine,Stephen King,10629,1983,Christine
598,"Christmas at Candleshoe (1953), J. I. M. Stewart (as Michael Innes)",Candleshoe (1977),1953,Christmas at Candleshoe,J. I. M. Stewart (as Michael Innes),1360750,1977,Candleshoe
599,"Christmas at Twenty-Nine (2002), Kamato Toshio",Singles (2003),2002,Christmas at Twenty-Nine,Kamato Toshio,,2003,Singles
600,"A Christmas Gift (a. k. a. The Melodeon) (1977), Glendon Swarthout",Kelly & Dolly: A Christmas to Remember (1984) (TV),1977,A Christmas Gift,Glendon Swarthout,2129551,1984,Kelly & Dolly: A Christmas to Remember
601,"Christmas Holiday (1939), W. Somerset Maugham",Christmas Holiday (1944),1939,Christmas Holiday,W. Somerset Maugham,397539,1944,Christmas Holiday
602,"The Christmas Shoes (2002), Donna VanLiere",The Christmas Shoes (2002),2002,The Christmas Shoes,Donna VanLiere,42172,2002,The Christmas Shoes
603,"The Christmas Shoes (2002), Donna VanLiere",* The Christmas Blessing (2005),2002,The Christmas Shoes,Donna VanLiere,42172,2005,* The Christmas Blessing
604,"The Christmas Shoes (2002), Donna VanLiere",** The Christmas Hope (2009),2002,The Christmas Shoes,Donna VanLiere,42172,2009,** The Christmas Hope
605,"Christopher Strong (1932), Gilbert Frankau",Christopher Strong (1933),1932,Christopher Strong,Gilbert Frankau,56121312,1933,Christopher Strong
606,"The Chronicles of Narnia (1950–1956) (series), C. S. Lewis
The Lion, the Witch and the Wardrobe (1950)
* Prince Caspian (1951)
** The Voyage of the Dawn Treader (1952)
** * The Silver Chair (1953)
** ** * The Magician's Nephew (1955)","The Lion, the Witch and the Wardrobe (1967) (TV) (serial)",1950,The Chronicles of Narnia,"C. S. Lewis
The Lion, the Witch and the Wardrobe (",100915,1967,"The Lion, the Witch and the Wardrobe"
